clue_id,confidence,difficulty,transcript,clue_word_frequency,duration,clue_latency,clue_number_latency,speech_rate,speech_ratio,articulation_rate,pause_count,pause_mean,pause_max,pause_before_clue,pause_mid_speech,filler_count,repetition_count,disfluency,verbal_hesitation_count,meta_comment_presence,pitch_mean,pitch_std,pitch_slope,pitch_rise_end,pitch_range,pitch_p25,pitch_p75,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,energy_mean,energy_std,energy_range,energy_p25,energy_p75,jitter,shimmer,hnr
36,5,1, Okay. Then Lego...,3.83,10.8906875,10.36,0.0,0.2754647032154765,0.3388215849550361,1.3550135501355014,13,0.556153846153846,1.7999999999999998,1,0,1,0,0.8182712197303772,2,0.5,184.70847296472076,28.239507166201804,-6.405909075789697,-30.524689479621173,190.7077304413276,162.92892100315595,205.57623931250933,-297.14398,61.80471,88.34316,25.00759,31.353306,11.968328,21.17162,8.37592,11.116473,13.875733,13.0454645,9.569309,3.5679526,10.889704,8.254345,6.7627335,8.123858,5.6082435,6.390933,4.534783,1.8244616,5.722378,2.9157658,4.357166,3.3749964,4.2073903,0.048126522,0.08710261,0.560157,0.012350683,0.018330218,0.018474596973652824,0.08211415917245286,16.637464024184066
37,5,1, then pools. Water?,5.52,9.0026875,4.4,0.0,0.33323382601028856,0.29657810514915683,1.4981273408239701,5,1.2119999999999997,2.4299999999999997,0,1,1,0,0.9996243715286255,1,0.0,179.35020106841168,24.05163058224449,1.0804016450872505,-20.73378688083804,114.60986801893588,165.80390033210372,186.98238652244305,-424.8987,198.05414,24.466597,38.804073,1.7832924,7.4845543,0.67338735,6.937917,-1.7040913,6.935447,-1.168384,4.9309816,-0.81430143,4.264315,-0.44916695,4.301389,0.4862819,3.2274027,0.14938949,3.5551193,-0.16232978,2.2518997,-0.42479473,2.8879836,-0.34105465,2.4686005,0.040058836,0.08597949,0.4131621,0.0,0.015378579,0.028658234397774394,0.10006501842182561,13.749697476016078
38,5,2, Confident zero this time. Okay. Okay. Okay.,5.35,49.44,48.9,0.0,0.14158576051779936,0.9550970873786409,0.29648454044896233,13,0.17076923076923076,0.6599999999999999,0,2,0,2,0.8788684010505676,3,0.75,181.11602418335818,53.248301158737995,0.017091040413177563,-40.81075282071484,258.09748362622156,160.18390017554657,212.7154045467027,-341.79163,84.64051,73.01388,29.031078,26.037664,15.535626,14.725161,13.893602,10.979723,11.974308,10.342486,8.147687,3.5963726,12.835307,6.5965157,6.4426656,4.6537814,7.1445994,4.5393662,6.536095,2.7904897,5.2453256,2.3251998,5.415521,1.235141,5.2297187,0.032348305,0.094464846,0.8207493,0.004516858,0.009162681,0.022228556121459967,0.08519179237449248,16.262572062697497
39,1,5," Okay. And how many rounds do I still have? How many rounds are there enough? I think you still have five. Two, three, four rounds. Okay. Oh. Black, too.",5.46,66.976,21.18,0.5,0.4329909221213569,0.3090659340659341,1.884057971014493,51,0.9076470588235294,14.01,1,9,0,0,0.9410262107849121,4,0.25,167.24868257700732,57.0076632404642,-1.0095829497175084,-3.469784436798477,221.56216298375995,92.69333672835634,208.9458787371601,-383.74796,135.45677,24.306587,43.494854,3.184165,11.267687,0.78953505,8.981816,0.23005702,6.361618,-0.33718792,6.3155375,-1.2117443,6.3970513,0.68273264,4.864985,-0.35348502,4.8603992,0.35210806,4.2910376,-0.47476777,3.9643507,-0.7072623,3.81789,-0.70642185,3.5798929,0.0330296,0.09349015,0.6558218,0.0,0.00575327,0.023759785631889102,0.08832934538144672,13.433429612485048
40,5,1," Hmm. Ooh, creature 4.",4.16,18.24,17.24,0.360000000000003,0.2192982456140351,0.13651315789473684,2.4096385542168677,5,3.15,8.49,1,0,0,0,0.9995033740997314,1,0.0,200.56490374181584,37.99371173395889,-4.153865855069801,-28.659593120775213,240.48407396385278,169.27482051428896,222.67574109621378,-445.86804,109.990105,14.392082,38.89393,1.5852499,10.486938,-1.3549283,7.3127985,-1.0482206,7.3056493,-1.7388014,7.0853896,-1.7573868,6.4570646,-0.52847165,3.1072636,-0.66117215,3.7381642,-0.23038548,2.0384722,-0.5161199,2.7427547,-0.7251383,3.2384398,-0.4802052,2.8379655,0.027716536,0.095748916,0.55797094,0.0,0.0,0.01613206507875019,0.07402489654826011,15.827022188555006
41,5,1, Okay. Computer. One.,4.97,12.48,10.3,1.2399999999999984,0.24038461538461536,0.9399038461538461,0.5967604433077579,6,0.125,0.44999999999999996,1,1,0,0,0.7967277765274048,1,0.3333333333333333,191.17709903868828,19.450233060032183,-5.373204536732496,-12.930306499262429,80.9155974841,174.46038200059755,209.10696765236315,-298.63144,94.276405,78.56549,27.979397,21.924643,14.095449,14.852111,15.319067,9.94717,11.681169,6.4678397,9.651829,3.2226908,11.910562,6.8965955,6.2734513,3.4004028,8.134855,3.6435483,6.154006,1.0733154,6.0904346,0.3876729,6.0719194,0.24222258,5.2693453,0.046029072,0.08799975,0.5130896,0.006225947,0.019486638,0.021836748550344214,0.07164053445956245,17.62930528587851
42,5,1, And then can I say pumpkin?,3.83,6.9973125,5.24,0.0,0.857472065167877,0.4887590771456899,2.046783625730994,5,0.72,2.4299999999999997,0,0,1,0,0.6050055623054504,1,0.0,179.99690499412634,71.99842563987475,17.118959433005774,105.01437063188695,286.3423805831029,151.20639609275221,233.54148400369337,-334.2772,208.46454,35.848816,41.642563,2.8790789,10.32842,1.6725032,9.600415,0.18818657,5.402267,-0.13562402,6.6751137,-3.1040614,6.5817885,-0.6947056,4.844122,-1.0971812,5.206367,-0.7182344,4.840208,-2.1755986,4.277246,-1.5319455,4.250351,-2.3678439,4.476655,0.056083817,0.07774984,0.35112455,0.0,0.10820471,0.031751510698534574,0.13280315209448554,10.964314226582152
43,3,2," Yeah. Okay, my first clue is... Metal itaccs voted to stop the auto switch-off color.",4.82,30.944,30.96,0.0,0.484746639089969,0.765899689762151,0.9282700421940928,59,0.12305084745762714,0.42,1,2,0,0,0.6949827671051025,2,0.3333333333333333,117.287606959607,27.17379031583483,-2.594683657642966,-22.95189688121968,107.46598429667289,96.888768619073,132.13919716733955,-340.76132,125.31362,54.669205,42.164734,18.806576,17.959934,14.232464,14.219581,6.561702,10.484848,5.635092,9.360727,3.0116699,9.563851,2.2522755,10.486467,3.0667562,6.8389306,2.5699973,5.6998177,0.9971932,5.9894047,1.6771792,5.5436,-0.37137836,5.903037,0.037072826,0.09172514,0.4940243,0.0029635692,0.015182179,0.03504761149490185,0.08735160949225837,11.914385569549228
44,4,1, I'm gonna say... Oh my god! Plant... Two.,4.89,27.936,25.96,0.6999999999999993,0.286368843069874,0.9868986254295533,0.3264417845484222,3,0.13,0.21,0,2,1,0,0.8019054532051086,1,0.0,112.5336599124547,17.332813518275483,0.7866781949416928,-15.864341240425503,118.19069718815986,102.83834233247934,114.11223075479376,-335.5602,91.08149,80.73366,33.798794,26.41063,15.966398,20.239742,12.350904,9.109731,13.666297,9.775051,10.221457,5.6903896,9.189493,4.641227,10.29376,5.043689,6.466272,5.405851,6.793063,4.1598754,6.2292094,4.250509,5.7545667,1.3510414,6.4406843,0.03993334,0.091445394,0.5870807,0.005462,0.012968254,0.01600599928809927,0.0669061977785215,17.839826463398595
45,3,3, Um. Going to say rope and Three,4.06,31.264,18.66,0.6999999999999993,0.22389969293756398,0.1535312180143296,1.6666666666666667,7,3.78,14.25,1,2,0,0,0.9996080994606018,1,0.0,102.73011349812104,13.704783320271279,-0.3644662541064598,0.5726189460180109,107.05160069067836,96.39252715989404,106.98887370061958,-394.92197,132.14908,12.18716,30.290304,2.280736,7.4129424,2.3951778,7.082527,0.68517834,3.7699919,-0.11722149,3.054396,-0.66742903,3.7823455,-0.48171872,3.565199,-0.28838512,2.84843,-0.30705804,2.568182,-0.2788344,2.7151463,0.0231177,2.51513,0.045646414,1.8038746,0.031345997,0.09126486,0.6739672,0.0,0.0,0.014980131831464391,0.07098613405055507,18.787280055127326
46,5,1," So you only have to guess one more. Oh, so I can be like super. I'm going to say notepad1.",2.86,11.68,4.94,0.07999999999999918,1.7123287671232876,0.7217465753424658,3.3214709371293,15,0.218,1.5,0,2,3,0,0.726875901222229,4,0.0,108.95028265796545,28.146767846039843,3.0501247809209624,-14.546485177010325,249.47357460305074,97.50214233201808,111.70272854983503,-293.9226,166.60349,63.698387,49.593025,12.320358,14.762086,8.721416,12.690957,-2.3305283,14.499192,-2.243112,7.9800925,-3.9312432,8.212658,-5.1454973,9.25436,-3.3654392,6.630384,-0.50386655,6.682864,0.28206468,6.39492,-0.102701366,5.8153896,-2.0397449,5.8815837,0.060423065,0.07862888,0.3995935,0.0010591943,0.08464126,0.031441931926344494,0.11507002107066529,13.159946270765126
47,2,2, Okay. Good to see... Paper and... 4.,5.07,39.968,13.7,1.4000000000000004,0.17514011208967173,0.12835268214571655,1.7543859649122808,9,3.873333333333333,15.42,1,2,0,0,0.7956953644752502,1,0.25,112.05376766265596,22.658592496997045,0.2283061013961675,-18.186276775692775,114.9934541993366,97.50929610301334,115.76928687369175,-451.2915,146.17793,10.846244,29.481054,2.1168196,6.777022,2.0355058,6.7203236,0.20647925,2.9193778,-0.32040194,3.3816445,-0.70339394,3.8311183,-0.8562702,3.6220553,-0.3861799,2.5064716,-0.04315106,2.4916778,0.12745325,2.4454167,0.2827624,2.3499203,-0.2514214,2.2215571,0.029855048,0.09130768,0.5652068,0.0,0.0,0.024282604187133367,0.08596870650270304,15.758707355346035
48,3,3," I'll see. Oh no, I can't say that. Is it a problem if I take a while? Not at all. Okay, this one's going to piss you off, but no, I can't say that. Oh, this one's really hard. Oh, there's a word for it in Dutch, but can I say in Dutch? If I, yeah, in French. Bowt in Spalens. I'll say three.",0.0,64.0,69.78,0.29999999999999716,1.0,0.3590625,3.176675369886858,36,1.1399999999999997,12.69,0,12,1,0,0.5921898484230042,6,0.1,113.99636116643158,32.26083533553047,-0.21102231693841733,-13.444147826928912,305.8893200868531,97.25843825545108,113.59625857739772,-365.84668,164.59793,30.885838,45.739517,6.654465,13.414392,4.537559,10.713798,-0.22907057,8.043474,-0.62602913,5.290286,-2.040052,6.310021,-2.343151,6.7581744,-1.4594226,4.6747956,-0.2628538,4.3013005,0.14974976,4.6014194,0.16409467,3.2927668,-0.7218023,3.4464736,0.044520702,0.08808367,0.5987594,0.0,0.041000087,0.028994245780599753,0.10561488781463713,14.101523243970897
49,4,2, I'll go with fabric and four.,4.08,24.48,17.48,8.14,0.24509803921568626,0.7487745098039215,0.3818876159301692,22,0.27954545454545454,3.15,0,0,0,0,0.9239479303359985,0,0.0,103.92110501006927,18.349059385844924,0.2917387724295592,-5.359348733095359,96.43263302999564,92.22731464623465,106.14081654478632,-295.11456,71.262375,82.065056,34.28234,30.506527,14.554941,19.898369,10.483283,12.235685,11.818156,12.34427,7.8786025,5.679392,10.032196,7.0948834,8.656169,7.727761,5.779694,5.773716,6.370772,4.237916,5.297037,4.040673,4.506463,2.0805748,5.7913547,0.043426096,0.08980391,0.74601513,0.010718342,0.020959176,0.033467410235379115,0.10289509789738749,11.867348926848193
50,4,3," Oh, this one's going to be a bit meta. I will say building and four.",5.29,12.288,6.46,0.1200000000000001,1.220703125,0.49560546875,2.955665024630542,10,0.621,2.46,0,1,0,0,0.5027897953987122,1,0.0,105.04352392567938,23.92504749517594,1.1540845935847506,-8.198224894624772,135.51622965962446,93.49259857831615,105.83780951737543,-330.01468,194.82385,42.214966,46.958008,8.844054,11.935864,6.587718,10.740756,0.97865576,6.752123,-0.6399546,4.825815,-2.6401887,6.124617,-2.123222,6.1854296,-1.853224,5.424781,-1.0485479,5.16665,0.08188958,4.881197,-0.19799052,3.7519174,-1.0330108,3.619947,0.057840094,0.07823077,0.34874928,0.0,0.11144757,0.027686668131193058,0.09991674379537503,13.793925604262744
51,3,3," I'm going to say... Yeah, I'm going to say building it for...",5.29,28.256,6.94,0.15999999999999925,0.4246885617214043,0.2484428086070215,1.8518518518518519,9,2.34,7.47,0,1,0,0,0.6948890686035156,1,0.0,98.83099505553564,6.858720290040017,-0.27882286907502407,0.3084482997825262,54.11620703491299,94.85954223383494,101.94791766783304,-398.17865,150.03354,21.815643,42.087517,5.018095,14.270627,3.7804062,11.340992,-0.2843044,6.9854507,-0.37784338,4.884444,-1.6375751,5.2818513,-1.380252,5.724574,-0.04029751,3.3758202,-0.49096715,2.9620829,-0.4108442,3.19498,0.2712862,2.972676,-0.4749771,3.3326662,0.03874948,0.09107326,0.50378484,0.0,0.0029009832,0.022116713775347047,0.0820157232614477,15.41478085424963
